,name,city,state,rating,reviews,city_rank,fee,visit_length,tag
6766,Ghirardelli Chocolate,San Leandro,California,4.5,12,3,No,<1 hour,Gift & Specialty Shops
6767,Oyster Bay Regional Shoreline,San Leandro,California,4.0,14,4,No,15 min,Other Outdoor Activities
6768,Tony Lema Course at Monarch Bay,San Leandro,California,4.0,11,5,No,15 min,Golf Courses
6769,Drake's Brewing Company,San Leandro,California,4.5,8,6,No,1-2 hours,Breweries
6770,Marina Square Mall,San Leandro,California,3.5,12,7,No,15 min,Factory Outlets
6771,Marina Course at Monarch Bay,San Leandro,California,4.5,8,8,No,15 min,Golf Courses
6772,Bayfair Center,San Leandro,California,4.0,4,9,No,1-2 hours,Shopping Malls
6773,Fear Overload Haunted Houses,San Leandro,California,5.0,1,10,No,1-2 hours,Ghost & Vampire Tours
6774,Century 16 Bayfair Mall Movie Theaters,San Leandro,California,3.5,2,11,No,2-3 hours,Movie Theaters
6775,The Historic BAL Theatre,San Leandro,California,4.0,1,12,No,2-3 hours,Bars & Clubs
6776,"Reading Fightin Phils, FirstEnergy Stadium",Reading,Pennsylvania,4.5,393,1,No,15 min,Arenas & Stadiums
6777,GoggleWorks Center for the Arts,Reading,Pennsylvania,4.5,112,2,No,15 min,Art Galleries
6778,Pagoda,Reading,Pennsylvania,4.0,306,3,No,15 min,Architectural Buildings
6779,Reading Public Museum,Reading,Pennsylvania,4.5,172,4,No,15 min,Specialty Museums
6780,Fairgrounds Farmers Market,Reading,Pennsylvania,4.5,69,5,No,15 min,Flea & Street Markets
6781,Santander Arena,Reading,Pennsylvania,4.5,92,6,No,15 min,Theaters
6782,Mid-Atlantic Air Museum,Reading,Pennsylvania,4.5,65,7,No,15 min,Specialty Museums
6783,Nolde Forest Environmental Education Center,Reading,Pennsylvania,4.5,26,8,No,15 min,Visitor Centers
6784,Reading Co. Technical and Historical Society,Reading,Pennsylvania,5.0,8,9,No,15 min,History Museums
6785,Miller Center for The Arts,Reading,Pennsylvania,5.0,6,10,No,2-3 hours,Theaters
6786,Berks County Heritage Center,Reading,Pennsylvania,4.0,9,11,No,2-3 hours,Specialty Museums
6787,Digiplex of Fairgrounds Square,Reading,Pennsylvania,3.5,13,12,No,15 min,Theaters
6788,Berks History Center,Reading,Pennsylvania,4.0,4,15,No,<1 hour,History Museums
6789,The Maritime Aquarium,Norwalk,Connecticut,4.5,786,1,No,15 min,Zoos & Aquariums
6790,Stepping Stones Museum for Children,Norwalk,Connecticut,4.5,194,3,No,15 min,Children's Museums
6791,Sheffield Island Ferry,Norwalk,Connecticut,4.5,50,4,No,15 min,Ferries
6792,Lockwood-Mathews Mansion Museum,Norwalk,Connecticut,4.5,64,5,No,1-2 hours,Historic Sites
6793,South Norwalk Historic District (SoNo),Norwalk,Connecticut,4.0,92,7,No,15 min,Points of Interest & Landmarks
6794,Calf Pasture Beach,Norwalk,Connecticut,4.0,22,8,No,More than 3 hours,Bodies of Water
6795,SoNo Switch Tower Museum,Norwalk,Connecticut,4.5,30,9,No,15 min,Specialty Museums
6796,City Hall,Norwalk,Connecticut,3.5,15,10,No,15 min,Government Buildings
6797,Center for Contemporary Printmaking,Norwalk,Connecticut,4.5,5,11,No,<1 hour,Specialty Museums
6798,East Norwalk Historical Cemetery,Norwalk,Connecticut,4.0,4,12,No,15 min,Cemeteries
6799,Norwalk Museum,Norwalk,Connecticut,4.0,6,13,No,15 min,History Museums
6800,Music Theater of Connecticut,Norwalk,Connecticut,4.0,1,14,No,15 min,Theaters
6801,Veteran's Memorial Park and Marina,Norwalk,Connecticut,4.0,1,15,No,15 min,Nature & Parks
6802,Fairfield County Antique & Design Center,Norwalk,Connecticut,3.5,2,17,No,15 min,Antique Stores
6803,Norwalk Concert Hall,Norwalk,Connecticut,1.0,1,27,No,2-3 hours,Theaters
6804,Fort Smith National Historic Site,Fort Smith,Arkansas,4.5,384,1,No,15 min,Historic Sites
6805,Fort Smith National Cemetery,Fort Smith,Arkansas,4.5,108,2,No,15 min,Cemeteries
6806,Fort Smith Museum of History,Fort Smith,Arkansas,4.0,101,3,No,15 min,History Museums
6807,Fort Smith Trolley Museum,Fort Smith,Arkansas,4.0,84,4,No,15 min,Specialty Museums
6808,Parrot Island Waterpark,Fort Smith,Arkansas,4.5,42,5,No,15 min,Water Parks
6809,The Clayton House,Fort Smith,Arkansas,4.5,19,7,No,15 min,Points of Interest & Landmarks
6810,St Scholastica Monastery,Fort Smith,Arkansas,5.0,12,8,No,15 min,Points of Interest & Landmarks
6811,Chaffee Barbershop Museum,Fort Smith,Arkansas,4.0,21,9,No,15 min,Specialty Museums
6812,Fort Smith Farmer's Market,Fort Smith,Arkansas,4.5,7,10,No,<1 hour,Farmers Markets
6813,Fort Smith Regional Art Museum,Fort Smith,Arkansas,5.0,4,12,No,1-2 hours,Art Museums
6814,Central Mall,Fort Smith,Arkansas,4.0,4,15,No,1-2 hours,Shopping Malls
6815,Michael's Mansion Art Gallery,Fort Smith,Arkansas,5.0,4,16,No,More than 3 hours,Art Galleries
6816,Cisterna Park,Fort Smith,Arkansas,4.0,1,17,No,<1 hour,Nature & Parks
6817,Massard Prairie Battlefield Park,Fort Smith,Arkansas,3.0,11,20,No,15 min,Battlefields
6818,Balboa Island Ferry,Newport Beach,California,4.5,1297,1,No,15 min,Ferries
6819,Newport Beach,Newport Beach,California,4.5,975,2,No,15 min,Beaches
6820,Balboa Island,Newport Beach,California,4.5,990,3,No,15 min,Islands
6821,Fashion Island,Newport Beach,California,4.5,418,4,No,2-3 hours,Shopping Malls
6822,The Wedge,Newport Beach,California,4.5,222,5,No,15 min,Beaches
6823,Sherman Library & Gardens,Newport Beach,California,4.5,160,1,No,15 min,Gardens
6824,Balboa Pier,Newport Beach,California,4.5,213,7,No,1-2 hours,Piers & Boardwalks
6825,Corona Del Mar State Beach,Newport Beach,California,4.5,154,2,No,15 min,Beaches
6826,Newport Beach Pier,Newport Beach,California,4.0,165,9,No,15 min,Piers & Boardwalks
6827,Balboa Village,Newport Beach,California,4.5,132,10,No,15 min,Piers & Boardwalks
6828,Inspiration Point,Newport Beach,California,5.0,75,11,No,15 min,Points of Interest & Landmarks
6829,Little Corona Beach,Newport Beach,California,4.5,74,3,No,15 min,Beaches
6830,Upper Newport Bay Nature Preserve,Newport Beach,California,4.5,76,14,No,15 min,Nature & Wildlife Areas
6831,Balboa Fun Zone,Newport Beach,California,3.5,203,16,No,15 min,Theme Parks
6832,Upper Newport Bay Regional Park,Newport Beach,California,4.5,38,19,No,15 min,Nature & Parks
6833,St.John Vianney Chapel,Newport Beach,California,4.5,24,2,No,<1 hour,Churches & Cathedrals
6834,Castaways Park,Newport Beach,California,4.5,18,25,No,1-2 hours,Hiking Trails
6835,Orange County Museum of Art,Newport Beach,California,3.5,44,26,No,15 min,Art Museums
6836,Pacific View Memorial Park and Mortuary,Newport Beach,California,4.0,21,6,No,15 min,Points of Interest & Landmarks
6837,Orange Coast Winery,Newport Beach,California,4.5,18,28,No,15 min,Wineries & Vineyards
6838,Environmental Nature Center,Newport Beach,California,4.5,14,30,No,15 min,Nature & Wildlife Areas
6839,Blue Ridge Parkway,Asheville,North Carolina,5.0,6249,1,No,More than 3 hours,Scenic Drives
6840,Biltmore Estate,Asheville,North Carolina,4.5,15593,2,No,15 min,Historic Sites
6841,Biltmore Gardens,Asheville,North Carolina,4.5,1248,3,No,15 min,Gardens
6842,Lexington Glassworks,Asheville,North Carolina,5.0,585,5,No,<1 hour,Art Galleries
6843,The North Carolina Arboretum,Asheville,North Carolina,4.5,1668,6,No,2-3 hours,Gardens
6844,Basilica of Saint Lawrence,Asheville,North Carolina,4.5,774,7,No,15 min,Churches & Cathedrals
6845,New Morning Art Gallery,Asheville,North Carolina,5.0,268,8,No,15 min,Art Galleries
6846,Asheville Visitor Center,Asheville,North Carolina,4.5,415,9,No,15 min,Visitor Centers
6847,Asheville Pinball Museum,Asheville,North Carolina,4.5,460,10,No,15 min,Specialty Museums
6848,Southern Highland Craft Guild Folk Art Center,Asheville,North Carolina,4.5,890,11,No,15 min,Educational sites
6849,Grovewood Village,Asheville,North Carolina,4.5,344,12,No,2-3 hours,Gardens
6850,Craggy Gardens,Asheville,North Carolina,4.5,432,13,No,15 min,Hiking Trails
6851,Western North Carolina Nature Center,Asheville,North Carolina,4.5,540,14,No,1-2 hours,Other Nature & Parks
6852,Woolworth Walk,Asheville,North Carolina,4.5,468,15,No,15 min,Art Galleries
6853,Thomas Wolfe Memorial,Asheville,North Carolina,4.5,362,19,No,15 min,Historic Sites
6854,Downtown Asheville Art District,Asheville,North Carolina,4.5,321,21,No,More than 3 hours,Points of Interest & Landmarks
6855,River Arts District,Asheville,North Carolina,4.0,759,22,No,15 min,Art Galleries
6856,Biltmore Village,Asheville,North Carolina,4.0,630,23,No,15 min,Historic Sites
6857,Asheville Community Theatre,Asheville,North Carolina,5.0,172,25,No,15 min,Theaters
6858,McCormick Field,Asheville,North Carolina,4.5,268,26,No,15 min,Arenas & Stadiums
6859,Grove Arcade,Asheville,North Carolina,4.0,620,27,No,15 min,Architectural Buildings
6860,Biltmore Estate Winery at Antler Hill Village,Asheville,North Carolina,4.0,444,28,No,15 min,Wineries & Vineyards
6861,Mine Falls Park,Nashua,New Hampshire,4.5,214,1,No,15 min,Nature & Parks
6862,Greeley Park,Nashua,New Hampshire,4.5,86,2,No,15 min,Nature & Parks
6863,SkyVenture,Nashua,New Hampshire,4.5,106,3,No,1-2 hours,Sports Camps & Clinics
6864,Pheasant Lane Mall,Nashua,New Hampshire,4.0,39,4,No,15 min,Shopping Malls
6865,Holman Stadium,Nashua,New Hampshire,4.5,34,5,No,15 min,Arenas & Stadiums
6866,IncrediBREW,Nashua,New Hampshire,4.5,20,6,No,1-2 hours,Breweries
6867,Graffiti Paintbar,Nashua,New Hampshire,4.0,9,7,No,2-3 hours,Points of Interest & Landmarks
6868,New Hampshire Holocaust Memorial,Nashua,New Hampshire,4.0,13,8,No,<1 hour,Historic Sites
6869,Nashua National Fish Hatchery,Nashua,New Hampshire,3.5,14,9,No,15 min,Nature & Wildlife Areas
6870,Bobo's Indoor Playground,Nashua,New Hampshire,4.0,12,10,No,15 min,Playgrounds
6871,The Reflection Garden & Labyrinth,Nashua,New Hampshire,3.5,3,13,No,<1 hour,Gardens
6872,Djinn Spirits,Nashua,New Hampshire,4.0,3,14,No,15 min,Distilleries
6873,Nashua Historical Society,Nashua,New Hampshire,3.5,4,16,No,15 min,History Museums
6874,Armstrong Auditorium,Edmond,Oklahoma,5.0,211,1,No,15 min,Theaters
6875,E.C. Hafer Park,Edmond,Oklahoma,4.5,72,2,No,15 min,Nature & Parks
6876,Mitch Park,Edmond,Oklahoma,4.5,62,3,No,15 min,Nature & Parks
6877,Arcadia Lake,Edmond,Oklahoma,3.5,56,4,No,15 min,Bodies of Water
6878,Clauren Ridge Vineyard and Winery,Edmond,Oklahoma,5.0,20,5,No,15 min,Wineries & Vineyards
6879,Edmond Historical Society & Musem,Edmond,Oklahoma,4.5,17,6,No,15 min,History Museums
6880,Pelican Bay Aquatic Center,Edmond,Oklahoma,3.5,38,7,No,15 min,Water Parks
6881,Unpluggits Playstudio,Edmond,Oklahoma,4.5,13,8,No,15 min,Playgrounds
6882,Pinkitzel Cupcakes & Candy,Edmond,Oklahoma,4.5,15,9,No,15 min,Other Food & Drink
6883,Edmond Convention & Visitors Bureau,Edmond,Oklahoma,5.0,4,11,No,15 min,Visitor Centers
6884,"Starlight Cinemas, Whittier Village",Whittier,California,4.5,80,1,No,15 min,Movie Theaters
6885,King Richard's Antique Center,Whittier,California,4.5,27,2,No,15 min,Antique Stores
6886,Pio Pico State Historical Park,Whittier,California,4.5,19,3,No,15 min,State Parks
6887,Whittier Museum,Whittier,California,5.0,10,4,No,1-2 hours,Specialty Museums
6888,Rose Hills Memorial Park,Whittier,California,5.0,7,5,No,2-3 hours,Gardens
6889,Farmer's market,Whittier,California,4.0,12,6,No,15 min,Flea & Street Markets
6890,Whittier Art Gallery,Whittier,California,5.0,5,7,No,15 min,Art Galleries
6891,Skyrose Chapel,Whittier,California,5.0,4,8,No,<1 hour,Sacred & Religious Sites
6892,Ruth B. Shannon Center for the Performing Arts,Whittier,California,5.0,2,9,No,15 min,Theaters
6893,La Pescadora Restaurant Sports Bar & Lounge,Whittier,California,5.0,2,10,No,15 min,Bars & Clubs
6894,Half Off Books Records Films,Whittier,California,5.0,1,11,No,<1 hour,Gift & Specialty Shops
6895,Herbie's Rock Pile,Whittier,California,5.0,1,12,No,<1 hour,Gift & Specialty Shops
6896,Oceanic Arts,Whittier,California,4.0,1,13,No,1-2 hours,Gift & Specialty Shops
6897,The Lounge,Whittier,California,3.0,1,14,No,15 min,Bars & Clubs
6898,Massage Envy Spa Whittier,Whittier,California,1.0,1,15,No,15 min,Spas & Wellness
6899,Warhawk Air Museum,Nampa,Idaho,4.5,132,1,No,15 min,Specialty Museums
6900,Nampa Dog Park,Nampa,Idaho,4.5,42,2,No,15 min,Nature & Parks
6901,Deer Flat National Wildlife Refuge,Nampa,Idaho,4.5,35,3,No,15 min,Nature & Wildlife Areas
6902,Northwest Nazarene University,Nampa,Idaho,4.5,19,4,No,15 min,Educational sites
6903,Sawtooth Winery,Nampa,Idaho,4.0,29,5,No,15 min,Wineries & Vineyards
6904,Wilson Springs Ponds,Nampa,Idaho,4.5,12,6,No,1-2 hours,Hiking Trails
6905,Canyon County Historical Museum,Nampa,Idaho,4.5,11,7,No,15 min,History Museums
6906,Rusty Retro Antiques & Oddities,Nampa,Idaho,5.0,6,8,No,15 min,Antique Stores
6907,Utter Clutter,Nampa,Idaho,4.0,5,9,No,1-2 hours,Antique Stores
6908,Ford Idaho Center,Nampa,Idaho,4.0,2,10,No,More than 3 hours,Conference & Convention Centers
6909,Nampa Fish Hatchery,Nampa,Idaho,5.0,1,11,No,<1 hour,Nature & Wildlife Areas
6910,Mall of America,Bloomington,Minnesota,4.5,3986,1,No,More than 3 hours,Shopping Malls
6911,Nickelodeon Universe,Bloomington,Minnesota,4.5,1569,2,No,15 min,Theme Parks
6912,Lego Imagination Center,Bloomington,Minnesota,4.5,651,3,No,15 min,Theme Parks
6913,SEA LIFE Minnesota,Bloomington,Minnesota,4.0,1236,4,No,15 min,Nature & Parks
6914,Hyland Lake Park Reserve,Bloomington,Minnesota,5.0,63,5,No,15 min,Nature & Parks
6915,Water Park of America,Bloomington,Minnesota,3.5,533,6,No,More than 3 hours,Water Parks
6916,Theaters at Mall of Amercia,Bloomington,Minnesota,4.0,181,7,No,15 min,Theaters
6917,Normandale Japanese Garden,Bloomington,Minnesota,4.5,54,8,No,15 min,Gardens
6918,Amazing Mirror Maze,Bloomington,Minnesota,3.5,154,9,No,15 min,Theme Parks
6919,Minnesota Valley National Wildlife Refuge,Bloomington,Minnesota,4.5,75,10,No,15 min,Nature & Wildlife Areas
6920,The Works,Bloomington,Minnesota,4.0,28,12,No,15 min,Science Museums
6921,Hyland Ski and Snowboard Area,Bloomington,Minnesota,4.0,22,13,No,15 min,Ski & Snowboard Areas
6922,Rybicki Cheese,Bloomington,Minnesota,4.5,6,14,No,<1 hour,Shopping Malls
6923,Minnesota Children's Museum,Bloomington,Minnesota,3.0,19,15,No,2-3 hours,Children's Museums
6924,Bloomington Farmer's Market,Bloomington,Minnesota,4.5,6,16,No,1-2 hours,Farmers Markets
6925,Northwest Airlines History Centre,Bloomington,Minnesota,4.0,6,17,No,15 min,Specialty Museums
6926,Old Town Hall,Bloomington,Minnesota,4.5,4,18,No,<1 hour,History Museums
6927,Pond-Dakota Mission Park and Gideon Pond House,Bloomington,Minnesota,4.5,4,19,No,15 min,Historic Sites
6928,Epic Theatres,Deltona,Florida,4.5,112,1,No,15 min,Movie Theaters
6929,Lyonia Preserve,Deltona,Florida,4.5,42,2,No,15 min,Nature & Wildlife Areas
6930,Deltona Golf Club,Deltona,Florida,4.0,15,3,No,15 min,Golf Courses
6931,Beef O' Brady's,Deltona,Florida,3.5,3,4,No,15 min,Bars & Clubs
6932,the Bulldog Pub,Deltona,Florida,3.5,3,5,No,15 min,Bars & Clubs
6933,Just 1 More Sports Grill,Deltona,Florida,3.0,2,6,No,15 min,Bars & Clubs
6934,Star Helicopters,Hawthorne,California,5.0,17,1,No,15 min,Helicopter Tours
6935,Beach Boys Monument,Hawthorne,California,4.0,29,2,No,15 min,Monuments & Statues
6936,Hawthorne Museum - Hawthorne Historical Society,Hawthorne,California,4.5,5,3,No,1-2 hours,Specialty Museums
6937,Hangar 18 Climbing Gym Southbay,Hawthorne,California,3.0,3,4,No,15 min,Sports Complexes
6938,Minnesota's North Shore Scenic Drive,Duluth,Minnesota,5.0,1314,1,No,15 min,Scenic Drives
6939,Lakewalk,Duluth,Minnesota,5.0,662,2,No,15 min,Historic Walking Areas
6940,Aerial Lift Bridge,Duluth,Minnesota,4.5,1018,3,No,15 min,Bridges
6941,Enger Park and Tower,Duluth,Minnesota,4.5,560,4,No,15 min,Points of Interest & Landmarks
6942,Canal Park,Duluth,Minnesota,4.5,1051,5,No,15 min,Specialty Museums
6943,Lake Superior Maritime Visitor Center,Duluth,Minnesota,4.5,453,6,No,15 min,Visitor Centers
6944,Leif Erickson Park & Rose Garden,Duluth,Minnesota,4.5,277,7,No,15 min,Gardens
6945,"Glensheen, The Historic Congdon Estate",Duluth,Minnesota,4.5,761,8,No,2-3 hours,Historic Sites
6946,S.S. William A. Irvin Ore Boat Museum,Duluth,Minnesota,4.5,314,9,No,15 min,Specialty Museums
6947,Lake Superior Railroad Museum,Duluth,Minnesota,4.5,291,11,No,15 min,Specialty Museums
6948,Park Point,Duluth,Minnesota,4.5,219,15,No,15 min,Nature & Parks
6949,Thompson Hill Information Center,Duluth,Minnesota,5.0,99,17,No,15 min,Visitor Centers
6950,Skyline Parkway,Duluth,Minnesota,4.5,167,18,No,15 min,Scenic Drives
6951,Spirit Mountain,Duluth,Minnesota,4.5,264,19,No,15 min,Ski & Snowboard Areas
6952,Great Lakes Aquarium,Duluth,Minnesota,3.5,360,20,No,15 min,Natural History Museums
6953,North Shore Scenic Railroad,Duluth,Minnesota,3.5,393,21,No,15 min,Scenic Railroads
6954,The Duluth Depot,Duluth,Minnesota,4.5,86,22,No,1-2 hours,Specialty Museums
6955,Bent Paddle Brewing Company,Duluth,Minnesota,4.5,69,24,No,15 min,Breweries
6956,Apostle Islands,Duluth,Minnesota,4.5,68,26,No,15 min,Islands
6957,Hawk Ridge Bird Observatory,Duluth,Minnesota,4.5,78,27,No,15 min,Nature & Wildlife Areas
6958,Art in the Alley,Duluth,Minnesota,5.0,38,29,No,<1 hour,Art Galleries
6959,Lake Superior Zoo & Zoological Society,Duluth,Minnesota,3.5,151,30,No,2-3 hours,Outdoor Activities
6960,Monon Trail,Carmel,Indiana,4.5,229,1,No,15 min,Biking Trails
6961,The Center for the Performing Arts,Carmel,Indiana,4.5,111,2,No,15 min,Theaters
6962,Carmel Arts and Design District,Carmel,Indiana,4.5,108,3,No,15 min,Points of Interest & Landmarks
6963,Coxhall Gardens,Carmel,Indiana,4.5,37,4,No,15 min,Gardens
6964,Monon Waterpark,Carmel,Indiana,4.5,66,5,No,15 min,Water Parks
6965,Peace Water Winery,Carmel,Indiana,4.5,28,6,No,15 min,Wineries & Vineyards
6966,Flowing Well Park,Carmel,Indiana,4.5,26,7,No,15 min,Nature & Parks
6967,Booth Tarkington Civic Theatre,Carmel,Indiana,5.0,22,8,No,15 min,Theaters
6968,Mr. Muffin's Trains,Carmel,Indiana,5.0,14,9,No,<1 hour,Specialty Museums
6969,Clay Terrace,Carmel,Indiana,4.0,12,10,No,More than 3 hours,Shopping Malls
6970,Carmel Old Town Antique Mall,Carmel,Indiana,4.5,9,11,No,1-2 hours,Antique Stores
6971,River Road Park,Carmel,Indiana,4.5,8,12,No,15 min,Nature & Parks
6972,Meadowlark Park,Carmel,Indiana,4.5,5,14,No,<1 hour,Nature & Parks
6973,Carmel Farmer's Market,Carmel,Indiana,4.5,3,15,No,15 min,Farmers Markets
6974,Midland Arts,Carmel,Indiana,3.0,1,18,No,<1 hour,Antique Stores
6975,Regal Harbour View Grande Stadium 16,Suffolk,Virginia,4.5,83,1,No,15 min,Movie Theaters
6976,Suffolk Seaboard Station Railroad Museum,Suffolk,Virginia,4.5,42,2,No,<1 hour,Cultural Tours
6977,Riddick's Folly House Museum,Suffolk,Virginia,4.5,35,3,No,1-2 hours,Historic Sites
6978,Great Dismal Swamp National Wildlife Refuge,Suffolk,Virginia,4.0,73,4,No,15 min,Nature & Wildlife Areas
6979,Planters Peanut Center,Suffolk,Virginia,4.5,25,5,No,<1 hour,Gift & Specialty Shops
6980,Sleepy Hole Park,Suffolk,Virginia,4.0,24,6,No,15 min,Nature & Parks
6981,Riverfront Golf Club,Suffolk,Virginia,5.0,9,7,No,15 min,Golf Courses
6982,Suffolk Center for Cultural Arts,Suffolk,Virginia,4.5,11,8,No,2-3 hours,Performances
6983,Suffolk Visitor Center,Suffolk,Virginia,4.5,12,9,No,15 min,Visitor Centers
6984,Skydive Suffolk,Suffolk,Virginia,4.5,6,10,No,15 min,Adrenaline & Extreme Tours
6985,Cedar Point Golf and Country Club,Suffolk,Virginia,4.5,3,11,No,15 min,Golf Courses
6986,The Waterhole,Suffolk,Virginia,5.0,1,12,No,15 min,Bars & Clubs
6987,Suffolk Division of Tourism Great Dismal Swamp Guided Nature Walk,Suffolk,Virginia,5.0,1,13,No,15 min,Nature & Wildlife Tours
6988,Suffolk Golf Course,Suffolk,Virginia,4.0,2,14,No,15 min,Golf Courses
6989,Shooting Star Art Gallery,Suffolk,Virginia,4.0,1,15,No,<1 hour,Art Galleries
6990,Suffolk Farmers' Market,Suffolk,Virginia,3.0,5,16,No,15 min,Gift & Specialty Shops
6991,Sharky's Wings & Raw Bar,Clifton,New Jersey,4.5,27,1,No,15 min,Bars & Clubs
6992,Spuntino Wine Bar & Italian Tapas,Clifton,New Jersey,4.5,7,2,No,15 min,Bars & Clubs
6993,Broadway SuperCars,Clifton,New Jersey,5.0,3,3,No,15 min,Gear Rentals
6994,The Harp n Bard,Clifton,New Jersey,4.0,3,4,No,15 min,Bars & Clubs
6995,THE CLIF TAVERN,Clifton,New Jersey,3.5,3,5,No,15 min,Bars & Clubs
6996,Clifton Arts Center and Sculpture Park,Clifton,New Jersey,3.5,3,6,No,<1 hour,Art Museums
6997,Clifton Commons,Clifton,New Jersey,3.0,8,7,No,2-3 hours,Movie Theaters
6998,Bogey's Sports Bar,Clifton,New Jersey,5.0,1,8,No,15 min,Bars & Clubs
6999,Limoride,Clifton,New Jersey,4.0,4,9,No,15 min,Taxis & Shuttles
7000,Bowling,Clifton,New Jersey,4.0,2,10,No,15 min,Bowling Alleys
7001,Dillinger's Pub,Clifton,New Jersey,4.0,1,11,No,15 min,Bars & Clubs
